,date,text,user
18871,15/10/16 15:40,Dependo de alguien,Muse Cell
18872,15/10/16 16:14,<Multimedia omitido>,Pelado Ale
18873,15/10/16 18:44,<Multimedia omitido>,Pon Cl
18874,15/10/16 18:44,uba se va a ofender,Shafal
18875,15/10/16 19:53,Hoy si?,Fede Sharley
18876,15/10/16 19:56,Siii,Lobo cl
18877,15/10/16 19:56,Eh,Lobo cl
18878,15/10/16 19:59,Daleeeeeeee eeeee,Pelado Ale
18879,15/10/16 19:59,Out,Pelado Ale
18880,15/10/16 20:52,Dale hoy,Rama cl
18881,15/10/16 20:52,<Multimedia omitido>,Rama cl
18882,15/10/16 20:54,El gordo fa?,Fede Sharley
18883,15/10/16 20:56,Jajaja pasado de paco,Rama cl
18884,15/10/16 20:58,"Pa, mi novio",Uba Cl
18885,15/10/16 21:07,Narinas???,Lobo cl
18886,15/10/16 21:58,Que boneeeeto,Il So
18887,15/10/16 21:58,Ah,Il So
18888,15/10/16 22:34,Wrama tas picú?,Il So
18889,15/10/16 22:34,🎺,Moda Cl
18890,15/10/16 22:39,📯🎺,Pon Cl
18891,15/10/16 23:37,🅱🎺,Sebi Cell
18892,15/10/16 23:42,🅱📯,Pon Cl
18893,15/10/16 23:48,Ah si eh,Il So
18894,15/10/16 23:57,🅱🍆,Uba Cl
18895,16/10/16 03:21,Hoy si que si eh,Fede Sharley
18896,16/10/16 03:23,<Multimedia omitido>,Joaquin
18897,16/10/16 03:24,Hoy si q no,Lobo cl
18898,16/10/16 03:24,Depende para quien,Fede Sharley
18899,16/10/16 03:27,Ooobvio,Lobo cl
18900,16/10/16 03:27,Intente la noche me esquivo,Lobo cl
18901,16/10/16 11:59,Buen dia.,Muse Cell
18904,16/10/16 12:00,JEJEJEJEJEJE,Shafal
18905,16/10/16 12:01,Feliz día a meli y a Ana. Un saludo para Marta tmb,Uba Cl
18906,16/10/16 12:02,Ah,Uba Cl
18907,16/10/16 12:02,"Feliz día a todas las mamis de la quinta. Saludos, papa",Rama cl
18908,16/10/16 12:03,aaaaahhhhh buuuuueeeee,Shafal
18909,16/10/16 12:03,"y 🎺, jugo nerpola ayer?",Shafal
18910,16/10/16 12:03,Ooobvio,Rama cl
18911,16/10/16 12:03,Ah,Rama cl
18912,16/10/16 12:03,"A oscuras, Toy sin luz desde ayer bien abajo",Rama cl
18913,16/10/16 12:04,SUBI,Shafal
18914,16/10/16 12:06,"Se cortó sólo mi casa, se cagó algo fija no",Rama cl
18915,16/10/16 12:07,Peter la con,Rama cl
18916,16/10/16 12:08,Bien shafal,Rama cl
18917,16/10/16 12:14,Mandalo al mulo del peter,Muse Cell
18918,16/10/16 12:16,Ya lo arregle,Rama cl
18919,16/10/16 12:16,"Como no me avive, alto gil",Rama cl
18920,16/10/16 12:16,Igual sumó points con la mini,Rama cl
18921,16/10/16 12:18,"Bien mife, cortando la luz para ir por colectó ""por error""",Uba Cl
18922,16/10/16 12:30,Uhh que cagatszolo,Pon Cl
18923,16/10/16 12:31,Era un 3 la mini y saco los tapones,Pon Cl
18924,16/10/16 12:31,jejejejejeje,Shafal
18925,16/10/16 12:31,El Mife le decía a la mini que era peter,Sebi Cell
18926,16/10/16 12:32,Feliz día Helen,Pon Cl
18927,16/10/16 12:32,Ah,Pon Cl
18928,16/10/16 12:32,Como nunca se ve....era lo mish,Sebi Cell
18929,16/10/16 13:07,Fútbol a las 8? Me falta uno vMoo,Rama cl
18930,16/10/16 13:20,In,Fede Sharley
18931,16/10/16 13:24,fede las rolas,Shafal
18932,16/10/16 13:24,ah,Shafal
18933,16/10/16 13:24,wg,Shafal
18934,16/10/16 13:24,ah,Shafal
18935,16/10/16 13:43,Fede es el players con más In q ví en la historia... real juega?,Marto Ná
18936,16/10/16 13:45,Crack,Rama cl
18937,16/10/16 13:45,Venite a jugar marto,Rama cl
18938,16/10/16 13:46,Estoy en Capi y no traje ropa...ahora me fijo si mi hno tiene algo,Marto Ná
18939,16/10/16 13:54,Dale no seas cagón,Rama cl
18940,16/10/16 14:30,A quien se la colocaste rama?,Pelado Ale
18941,16/10/16 14:30,Mitómano,Pelado Ale
18942,16/10/16 14:34,pagó?,Shafal
18943,16/10/16 14:40,👋🏾💦,Pon Cl
18944,16/10/16 14:41,🍳🍆🍳✋🏽x✌🏾,Uba Cl
18945,16/10/16 14:52,Jajajaja,Moda Cl
18946,16/10/16 14:58,Me estallo una y otra vez,Fede Sharley
18947,16/10/16 15:00,Quien es el q habla?,More
18948,16/10/16 15:00,El bara,Oguitoo
18949,16/10/16 15:01,Me parecio,More
18950,16/10/16 15:33,Stand up del bara,Il So
18951,16/10/16 15:38,Jajajaja,Rama cl
18952,16/10/16 15:39,El wrama,Rama cl
18953,16/10/16 15:46,ISMAEL VIO UN OVNI jeje: http://youtu.be/bAzVALRYfIM,Il So
18954,16/10/16 16:02,<Multimedia omitido>,Moda Cl
18955,16/10/16 16:10,Uff 👏🏼,Marto Ná
18956,16/10/16 16:11,Es para el pon que lo mira por tv,Oguitoo
18957,16/10/16 16:13,Eso no es tolo ojo hay cat,Sebi Cell
18958,16/10/16 16:14,Uh lo que hizo centurión,Rama cl
18959,16/10/16 16:16,Pablo Perez pega y pega,Il So
18960,16/10/16 16:44,<Multimedia omitido>,Fede Sharley
18961,16/10/16 18:52,De viene el clásico del ascenso,Pon Cl
18962,16/10/16 18:52,Riber Patronato,Pon Cl
18963,16/10/16 18:58,🅱,Sebi Cell
18964,16/10/16 18:59,boca = asco,Il So
18965,16/10/16 19:07,🅱,Pon Cl
18966,16/10/16 21:15,Goo,Sebi Cell
18967,16/10/16 21:16,JEJEJE,Shafal
18968,16/10/16 21:16,q triste q sos bocaca,Shafal
18969,16/10/16 21:20,Como esta el clásico,Sebi Cell
18970,16/10/16 21:22,jejeje como esta no ganar nada hace rato y vivir pendiente de River Plate 😘,Shafal
18971,16/10/16 21:43,Alto clásico,Pon Cl
18972,16/10/16 21:45,<Multimedia omitido>,Shafal
18973,16/10/16 21:50,Juju,Uba Cl
18974,16/10/16 21:50,"Era jodido igual, un referente de la B patronato",Sebi Cell
18975,16/10/16 21:50,gritalo bosta,Shafal
18976,16/10/16 21:51,bocagón,Il So
18977,16/10/16 21:53,<Multimedia omitido>,Shafal
18978,16/10/16 21:54,Holi,Pelado Ale
18979,16/10/16 21:55,Ho🅱i?,Sebi Cell
18980,16/10/16 21:55,Ah,Sebi Cell
18981,16/10/16 21:57,Cómo va?,Iña Cell
18982,16/10/16 21:57,todo bien vos,Shafal
18983,16/10/16 21:57,?,Shafal
18984,16/10/16 21:57,ah,Shafal
18985,16/10/16 21:57,"Acá estudiando, me quiero mateico",Iña Cell
18986,16/10/16 21:59,Debes sociedad y estado? Ah,Uba Cl
18987,16/10/16 22:01,<Multimedia omitido>,Shafal
18988,16/10/16 22:02,😍,Uba Cl
18989,16/10/16 22:03,Es tremenda ema,Sebi Cell
18990,16/10/16 22:03,Un volcán de love,Sebi Cell
18991,16/10/16 22:33,Jajajajja,Pon Cl
18992,16/10/16 22:33,🅱🅱🅱🅱🅱,Pon Cl
18993,16/10/16 22:34,<Multimedia omitido>,Shafal
18994,16/10/16 22:34,🅱,Moda Cl
18995,16/10/16 22:34,Ah,Moda Cl
18996,16/10/16 22:41,La amo con toda mi alma,Pelado Ale
18997,16/10/16 22:41,Lastima ese padrino q tiene,Pelado Ale
18998,16/10/16 23:56,<Multimedia omitido>,Iña Cell
18999,16/10/16 23:57,Del Neolítico,Uba Cl
19000,17/10/16 00:06,Es el chorro,Sebi Cell
19001,17/10/16 07:11,Feliz día ✌🏼😍,Pelado Ale
19002,17/10/16 08:04,entendido ✌🏻❤,Joaquin
19003,17/10/16 08:04,extendido ✌🏻❤,Joaquin
19004,17/10/16 08:13,Dale hoy!,Muse Cell
19005,17/10/16 08:34,<Multimedia omitido>,Fede Sharley
19006,17/10/16 10:00,<Multimedia omitido>,Pon Cl
19007,17/10/16 10:14,<Multimedia omitido>,Il So
19008,17/10/16 11:27,Che me perdí. Mañana no es el gran día?,Oguitoo
19009,17/10/16 11:27,17 de octubre,Oguitoo
19010,17/10/16 11:27,"Hoy es 16, no?",Oguitoo
19011,17/10/16 11:42,hoy 17,Shafal
19012,17/10/16 11:42,gordo falopero,Shafal
19013,17/10/16 11:45,Wooopa,Oguitoo
19014,17/10/16 11:45,Feliz dia mostros,Oguitoo
19015,17/10/16 12:07,https://youtu.be/_4Rq5Xmw2GQ,Iña Cell
19016,17/10/16 12:11,<Multimedia omitido>,Shafal
19017,17/10/16 13:26,<Multimedia omitido>,Pon Cl
19018,17/10/16 13:33,la parto al medi o,Shafal
19019,17/10/16 13:33,la stalkeo fuerte,Shafal
19020,17/10/16 13:33,quiero q me masajee fuerte,Shafal
19021,17/10/16 13:33,😑❤,Pon Cl
19022,17/10/16 13:35,actriz porno cómodamente podría ser,Joaquin
19023,17/10/16 13:35,algún videito tiene seguro,Joaquin
19024,17/10/16 13:37,"Aaaaaa iha, tiene pinta de bukakera",Uba Cl
19025,17/10/16 13:38,la ami,Shafal
19026,17/10/16 13:38,amo,Shafal
19027,17/10/16 13:38,Jajajaja bukakera,Rama cl
19028,17/10/16 14:28,es un sueño,Lobo cl
19029,17/10/16 14:29,alguno la comio?,Lobo cl
19030,17/10/16 14:43,Staracilis,Rama cl
19031,17/10/16 14:44,Tsai,Pon Cl
19032,17/10/16 14:44,Xana,Pon Cl
19033,17/10/16 14:55,A mi me hizo masajea,Oguitoo
19034,17/10/16 14:55,Pero no entregó,Oguitoo
19035,17/10/16 14:55,Jaja,Oguitoo
19036,17/10/16 16:09,Ay lo q es,Sebi Cell
19037,17/10/16 16:09,#agarramastil,Sebi Cell
19038,17/10/16 20:31,"🎤todo concluye al fin nada puede escapar,.... llego el momento me quede sin faso",Shafal
19039,17/10/16 20:31,si alguno sabe de punta para pegar flores,Shafal
19040,17/10/16 20:31,se agradece,Shafal
19041,17/10/16 20:42,Te pusiste goloso,Fede Sharley
19042,17/10/16 20:42,Te fumaste todo,Fede Sharley
19043,17/10/16 20:42,Mr cli sobrio fija es un ronga,Fede Sharley
19044,17/10/16 20:47,No lo cargues shari,More
19045,17/10/16 20:48,Esta triste,More
19046,17/10/16 20:48,Es grave esto,More
19047,17/10/16 20:48,Negro hermano,More
19048,17/10/16 20:48,Estamos con vos bro,More
19049,17/10/16 20:48,En las buenas y en las caretas rmb,More
19050,17/10/16 20:48,Tmb,More
19051,17/10/16 20:49,<Multimedia omitido>,More
19052,17/10/16 20:49,Veo los simpsons y me pongo melancolixo,More
19053,17/10/16 20:52,gracias more,Shafal
19054,17/10/16 20:52,vos me entendes,Shafal
19055,17/10/16 20:53,seguis en marpla?,Shafal
19056,17/10/16 20:56,Volvi hoy,More
19057,17/10/16 20:56,Veo q te averiguo,More
19058,17/10/16 20:56,Paragua cdo quieras,More
19059,17/10/16 21:07,aprovecho y meto rehabiliteta hasta q consiga flores,Shafal
19060,17/10/16 21:07,ah,Shafal
19061,17/10/16 21:20,"Hoy, a partir de ahora, se va a realizar una protesta masiva donde todas las mujeres debemos sacar nuestra foto de perfil y poner esta foto es respuesta a la violencia a la mujer. Buscamos concientizar a la sociedad... Pasalo a todas las mujeres de tus contactos. #niunamenos👭👭👭👭",Uba Cl
19062,17/10/16 21:20,<Multimedia omitido>,Uba Cl
19063,17/10/16 21:20,wg,Fede Sharley
19064,17/10/16 21:21,Groso,Uba Cl
19065,17/10/16 21:22,Buena uba quedando bien,More
19066,17/10/16 21:23,Ahora puedo tomarme una sabol sin culpa,Uba Cl
19067,17/10/16 21:23,Ah,Uba Cl
19068,17/10/16 21:25,Regalale un champagne a la pombagira y pedile q mate un violin,More
19069,17/10/16 21:26,Menosh,Il So
19070,18/10/16 08:45,Hola Mr. Clima!,Muse Cell
19074,18/10/16 09:01,Feliz cumple Guillote,Moda Cl
19075,18/10/16 09:01,Ah,Moda Cl
19076,18/10/16 09:25,"Hola! copio el pronunciamiento del CeCap, con la posición de los chicos, por si no la vieron.",Shafal
19092,18/10/16 09:32,Vamoo,Muse Cell
19093,18/10/16 09:35,👍🏻,Joaquin
19094,18/10/16 09:57,Excelente,Oguitoo
19095,18/10/16 09:57,Me parece un poco exagerado,Fede Sharley
19096,18/10/16 09:57,Ppr Esa misma evaluación hubo un quilombo en México tremendo,Oguitoo
19097,18/10/16 09:57,daaa,Shafal
19098,18/10/16 09:57,rusi lcdtm,Shafal
19099,18/10/16 09:57,no aprendiste kada forro,Shafal
19100,18/10/16 09:57,Vos porque sos neoliberal fede,Oguitoo
19101,18/10/16 09:58,Pero eso es parte del tpp,Oguitoo
19102,18/10/16 09:59,<Multimedia omitido>,Oguitoo
19103,18/10/16 09:59,<Multimedia omitido>,Oguitoo
19104,18/10/16 09:59,Todos alineaditos al régimen,Oguitoo
19105,18/10/16 09:59,Mis huevos,Oguitoo
19106,18/10/16 09:59,:),Oguitoo
19107,18/10/16 10:00,Es de película esto,Pon Cl
19108,18/10/16 10:04,Vamo pelle carajo,Uba Cl
19109,18/10/16 10:11,El pelle con el fefe no surtió efecto,Pelado Ale
19110,18/10/16 10:13,Pregunta si cobras la asignación. Buena evaluación,Rama cl
19111,18/10/16 10:13,Alta rima,Rama cl
19112,18/10/16 10:14,Si trabajas en el campo. A un pibe de caballito.,Rama cl
19113,18/10/16 10:14,Buena distribución de los recursos,Rama cl
19114,18/10/16 10:17,"Jajajaj q país serio este, pero bueno, por lo menos se fue la yegua no?",Uba Cl
19115,18/10/16 10:19,Si pero todavía está lleno de cucas. Por suerte el gobierno prepara el operativo RAID para erradicarlas.,Oguitoo
19116,18/10/16 10:19,Cuac,Oguitoo
19117,18/10/16 10:21,Bien por el cecap,Riti Cell
19118,18/10/16 10:21,Esos examenes son lo más triste que le puede pasar a la educación,Riti Cell
19119,18/10/16 10:26,"Si en USA está más que demostrado que son una garcha, hasta hay un capitulo de los Simpsons al respecto, imagination acá de un día para el otro y con todos los agregados pro",Riti Cell
19120,18/10/16 10:27,Harmoso,Rama cl
19121,18/10/16 10:27,*imaginate,Riti Cell
19122,18/10/16 10:28,"Es un papelón. Pero bueno, sí se va hacer, no?",Oguitoo
19123,18/10/16 10:29,ya te están cambiando el vocabulario shiti mira lo q te hicieron,Joaquin
19124,18/10/16 10:29,Mal bolú jaja,Riti Cell
19125,18/10/16 10:31,es claro esas formas de ver la educación. somos hijos de un país bananero para ellos,Joaquin
19126,18/10/16 10:31,Se está haciendo right now,Rama cl
19127,18/10/16 10:32,"Che, les recomiendo a todos (menos a Fede) la peli Baader Meinhof Komplex. Es alemana, en netflix sale como ""Brigadas rojas""",Oguitoo
19130,18/10/16 10:33,"Altos tirabomba, te da una ganas de salir a prender fuego todo tremendas",Oguitoo
19132,18/10/16 10:36,"Loco, soñé q le daba duro a mi jefa y toy al palo, no puedo laburar. Creo inauguro la temp 2016 de bravas en el labu",Uba Cl
19133,18/10/16 10:41,JEJEJEJEJEEJEJEJEJEJE,Shafal
19134,18/10/16 10:41,cogeeeelaaa,Shafal
19135,18/10/16 10:41,tanbuena?,Shafal
19136,18/10/16 10:41,manda pic!!,Shafal
19137,18/10/16 10:42,Foto,Pon Cl
19138,18/10/16 10:42,Foto,Pon Cl
19139,18/10/16 10:42,"Brava en el baño, te da y te quita.",Pon Cl
19140,18/10/16 10:42,Sin foto no estuviste,Moda Cl
19141,18/10/16 10:43,Moda no podes hablar vos,Oguitoo
19142,18/10/16 10:43,Todavía esperamos esa tit holandesa,Oguitoo
19143,18/10/16 10:44,Uba inaugurar las bravas 2016 en octubre. Dejas mucho que desear mai fren,Oguitoo
19144,18/10/16 10:44,Jajaj,Oguitoo
19145,18/10/16 10:58,🇱🇺,Il So
19146,18/10/16 11:02,<Multimedia omitido>,Moda Cl
19147,18/10/16 11:09,Q torcido tiene el pie,Muse Cell
19148,18/10/16 11:12,Bajás a full,Il So
19149,18/10/16 11:12,Afeitate hippie,Rama cl
19150,18/10/16 11:13,Mira para el otro lado,Pelado Ale
19151,18/10/16 11:33,Ta todo dw blanco,Oguitoo
19152,18/10/16 11:33,More?,Oguitoo
19153,18/10/16 11:33,Ah,Oguitoo
19154,18/10/16 12:12,Como lee Marx,Fede Sharley
19155,18/10/16 12:43,<Multimedia omitido>,Uba Cl
19156,18/10/16 12:44,De la jefa Uba?!,Pon Cl
19157,18/10/16 12:51,Jajajaja tas lo,Uba Cl
19158,18/10/16 13:32,<Multimedia omitido>,Pon Cl
19159,18/10/16 14:05,<Multimedia omitido>,Joaquin
19160,18/10/16 14:05,ecopela,Joaquin
19161,18/10/16 14:11,Jajajajajajajaajajajajaja,Pelado Ale
19162,18/10/16 14:11,Subí,Pelado Ale
19163,18/10/16 14:13,Jajajjajaj,Muse Cell
19165,18/10/16 14:15,jejejejejejej tas iguaaaal,Shafal
19166,18/10/16 14:16,Jaja,Joaquin
19167,18/10/16 14:24,"ahhhh ogo, qué grande sos",Oguitoo
19169,18/10/16 14:25,Que videazo,Fede Sharley
19170,18/10/16 14:25,"che, alguien me explica por qué teníamos una canción para los trabucos?",Oguitoo
19171,18/10/16 14:25,nicopon la canta con todo,Oguitoo
19172,18/10/16 14:25,jaja,Oguitoo
19173,18/10/16 14:31,"Jaja, nadie sabía la letra",Pon Cl
19174,18/10/16 14:33,Jajajaja ese video mama,Rama cl
19175,18/10/16 16:16,cómo estoy metiendo cositas con river es tremendo,Oguitoo
19176,18/10/16 16:16,:D,Oguitoo
19177,18/10/16 16:17,<Multimedia omitido>,Oguitoo
19178,18/10/16 16:20,Ecopela es una obra maestra,Sebi Cell
19179,18/10/16 16:20,Sublime,Sebi Cell
19180,18/10/16 16:29,⚪❤⚪,Il So
19181,18/10/16 17:02,<Multimedia omitido>,Pon Cl
19182,18/10/16 17:02,Baje,Pon Cl
19183,18/10/16 17:03,Escarso?,Rama cl
19184,18/10/16 17:05,Reconfirmó que estoy bien de este lado,Iña Cell
19185,18/10/16 17:57,comentale algo pon,Oguitoo
19186,18/10/16 17:57,cagón,Oguitoo
19187,18/10/16 17:57,jaja,Oguitoo
19188,18/10/16 18:01,Escarso mamá,Sebi Cell
19189,18/10/16 18:11,"Alto alto maní, escarso en la bañadera 🎶",Riti Cell
19190,18/10/16 18:12,Alto bullying,Riti Cell
19191,18/10/16 18:14,Decile que devuelva el título del secundario. Gak llorando,Iña Cell
19192,18/10/16 18:42,Qué biamba mai god,Oguitoo
19193,18/10/16 18:55,Alguno un match mañana a las 8? Con los moishes amigos.de Muse? Vuelve tuca?,Rama cl
19194,18/10/16 19:17,In,Fede Sharley
19195,18/10/16 19:22,y yo tengo match a las 6 en ocampo,Shafal
19196,18/10/16 19:22,pero si llueve all day se suspende fija,Shafal
19197,18/10/16 19:22,asique no puedo confirnar aun,Shafal
19198,18/10/16 19:22,pero me gu,Shafal
19199,18/10/16 19:22,#casin,Shafal
19200,18/10/16 20:01,<Multimedia omitido>,Fede Sharley
19201,18/10/16 20:01,😍,Pelado Ale
19202,18/10/16 20:04,"más neoliberal no existe, hecho a medida mal",Joaquin
19203,18/10/16 20:09,"La posta, ni los neoliberales de siempre lo bancan",More
19204,18/10/16 20:12,El zabeca de banfield,Il So
19205,18/10/16 20:19,Eso sor eso. Exactamente eso,More
19206,18/10/16 20:36,Jejeje,Il So
19207,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19208,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19209,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19210,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19211,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19212,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19213,18/10/16 21:33,<Multimedia omitido>,Fede Sharley
19214,18/10/16 21:34,no entiendo la parte de compartir el mensaje donde la minita se quiere mateico :S,Oguitoo
19215,18/10/16 21:35,Es parte del morbo,Fede Sharley
19216,18/10/16 21:35,"ah, genial",Oguitoo
19217,18/10/16 21:35,ni una menos puto,Oguitoo
19218,18/10/16 21:35,jaja,Oguitoo
19219,18/10/16 21:41,saquen a yogui,Shafal
19220,18/10/16 21:41,ah,Shafal
19221,18/10/16 21:41,"millones de millones de gigas de pornografía. dejen de cagarle la vida a las minas, van a conseguir que no se filmen más para nosotros, gilossss",Oguitoo
19223,18/10/16 21:42,la foto que mandaste la otra vez es de la tu?,Fede Sharley
19224,18/10/16 21:42,a viralizarla,Fede Sharley
19225,18/10/16 21:42,#pornovela,Muse Cell
19226,18/10/16 21:42,"pero sería consentido amiguitou. te gustaría, justamente. estas minas, no solamente se quejan, si no que te llega el porno con la queja. no lo entiendo, pero bueno. siempre fui raro",Oguitoo
19227,18/10/16 21:47,#NiUnaMenosh,Iña Cell
19228,18/10/16 21:49,#gordotrolo #niunamenos #sinvideos,Shafal
19229,18/10/16 21:51,respetar la voluntad de la mujer. es lo que se pide en las marchas. y seguimo compartiendo gilada,Oguitoo
19232,18/10/16 21:51,hasta que no me saquen no paro,Oguitoo
19233,18/10/16 21:51,jajaja,Oguitoo
19234,18/10/16 21:53,y sí. así las terminamos violando y matando. así estamo,Oguitoo
19235,18/10/16 21:53,:(,Oguitoo
19236,18/10/16 22:00,Te banco og,Rama cl
19237,18/10/16 22:00,"Pero tampoco es un silogismo, por a b y bla",Rama cl
19238,18/10/16 22:02,"Puta de la cama para adentro. En la intimidad, ojalá todos tengan parejas hiper putas. Es la kebab. Eso no da derecho a cargarles la vida, acosarlas, vovlerlas locas. Men, a veces llegan con el mail y el teléfono. No jodamo",Oguitoo
19239,18/10/16 22:04,#NoalaGilada #Noalimentenelmounstro #ELmundo #Elplanetatierra #Elfeminismo,Shafal
19240,18/10/16 22:04,#siempreEL,Shafal
19241,18/10/16 22:04,Jajajaja,Il So
19242,18/10/16 22:07,"Shafal tas afiladísimo...  Es cierto... Hay de todo..  Niunamenosh obvio, pero a no largar la japa muchachos vamo",Il So
19243,18/10/16 22:07,jejejeje,Shafal
19244,18/10/16 22:08,na solo hinchado los huevos de estos gordos trolos anti japas amateur,Shafal
19245,18/10/16 22:08,Jajaja,Il So
19246,18/10/16 22:08,aplico ni una menos every day en cientos de causas,Shafal
19247,18/10/16 22:08,ni una menosh,Shafal
19248,18/10/16 22:11,"Hay distancias...  La violencia es totalmente repudiable y punible, pero no creo que sea un problema degénero en el fondo",Il So
19249,18/10/16 22:11,Creo q el concepto del og yblos vídeos no son incompatibles,Sebi Cell
19250,18/10/16 22:11,Si al og,Sebi Cell
19251,18/10/16 22:11,Es un problema totalmente cultural,Il So
19252,18/10/16 22:11,Si a las tetitas,Sebi Cell
19253,18/10/16 22:12,"No sé, obvio que eso está como el orto. Boludeces no, no defiendo eso. Yo siempre sigo lo mismo, situaciones extremas requieren medidas extremas. Siempre fui muy radical en ese sentido. Radical de extremo lo radicha es otro cuento. O respetas a la mujer y a su volitnad o no. O estás de un lado o estas del otro. Asi lo veo yo",Oguitoo
19254,18/10/16 22:12,Justamente los matices existen,Sebi Cell
19255,18/10/16 22:13,"Ni una menos, obvio, pero no ed lo mismo una cosa q otra",Sebi Cell
19256,18/10/16 22:13,entonces ahora voy a ir a cagar a palos a meli,Shafal
19257,18/10/16 22:14,ah,Shafal
19258,18/10/16 22:14,A la cara no,Sebi Cell
19259,18/10/16 22:14,Ah,Sebi Cell
19260,18/10/16 22:14,Yo creo que es claramente una sociedad con mucha violencia de género y hay que parar la mano.,Iña Cell
19262,18/10/16 22:15,Pero esto escala mostros. A la mayoría de estas mínitas las acosan y les cahan la vida. Uno no puede mirar para otro lado.,Oguitoo
19263,18/10/16 22:15,awantaaaa,Shafal
19264,18/10/16 22:15,Es debatible,Sebi Cell
19265,18/10/16 22:15,Lo que vamos a lograr es que nuestras novias no se firmen más,Oguitoo
19266,18/10/16 22:16,"en una convesarcion son dos agentes los q intervienen y el mensaje una vez emitido, ya pasa a la esfera del receptor tmb q puede hacer con ella lo q quiera por SER LIBRE, salvo q el secreto profesional asi lo impida",Shafal
19267,18/10/16 22:17,"Sí, porque las leyes están re bien hechas y sobre todo responden a problemáticas contemporáneas",Oguitoo
19268,18/10/16 22:17,🤔,Iña Cell
19269,18/10/16 22:17,En España podes ir preso por revisar el celular de tu pareja,Oguitoo
19270,18/10/16 22:17,"ergo te gusto mirar a la camara mientra te manducabas una japi, te jodes",Shafal
19271,18/10/16 22:17,lo pibe la viralizaron y sos la trola de la clase,Shafal
19272,18/10/16 22:17,ah,Shafal
19273,18/10/16 22:18,ta bien,Shafal
19274,18/10/16 22:18,yo no dije roba video,Shafal
19275,18/10/16 22:18,dije MANDAR COMPARTIR VOLUNTARIAMENTE,Shafal
19276,18/10/16 22:18,"Hoy por hoy si te filmás, te la jugás",Il So
19277,18/10/16 22:18,con un turro,Shafal
19278,18/10/16 22:18,Moda...,Iña Cell
19279,18/10/16 22:18,Que también sucede,Oguitoo
19280,18/10/16 22:18,O antes de ver el video averiguas si es robado o lo viralizo el ex?,Oguitoo
19281,18/10/16 22:19,gordo perverso deja de pedir videos a tus minis y trincala en vivo,Shafal
19282,18/10/16 22:19,jajaja,Oguitoo
19283,18/10/16 22:20,"Sinceramente ogo me parece mucho más preocupante la explotación de la mujer en lo cabarulos, páginas de internet, que esto igualmente.",Iña Cell
19284,18/10/16 22:20,"Che tengo mas pornovelas, las paso?",Fede Sharley
19285,18/10/16 22:20,Tan tremen,Fede Sharley
19286,18/10/16 22:20,Ah,Fede Sharley
19287,18/10/16 22:20,deja de ir a puteros gordo,Shafal
19288,18/10/16 22:20,hace como yo q nunca pague por sexo,Shafal
19289,18/10/16 22:20,pero me encantan los videos de trolas comunes,Shafal
19290,18/10/16 22:20,Ni x el título,Iña Cell
19291,18/10/16 22:21,Si es mas preocupante eso,Oguitoo
19292,18/10/16 22:21,100 de acuerdo,Oguitoo
19293,18/10/16 22:21,Pero bueno cada quién muchachos,Oguitoo
19294,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19295,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19296,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19297,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19298,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19299,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19300,18/10/16 22:22,<Multimedia omitido>,Fede Sharley
19301,18/10/16 22:23,Che y el mensaje de la mina queriendose mateico? Q sino no me caliento,More
19302,18/10/16 22:24,bien ruso,Shafal
19303,18/10/16 22:24,<Multimedia omitido>,Fede Sharley
19304,18/10/16 22:24,<Multimedia omitido>,Fede Sharley
19305,18/10/16 22:25,Al adolfo rodriguez saa lo filmaron haciendose romper el orto en una orgia y nadie salio a defenderlo og,More
19306,18/10/16 22:31,Moda,Sebi Cell
19307,18/10/16 23:06,Hangover 3 tnt,Il So
19308,18/10/16 23:11,Dataso,Sebi Cell
19309,19/10/16 00:13,<Multimedia omitido>,Fede Sharley
19310,19/10/16 00:13,Que videazo,Fede Sharley
19311,19/10/16 00:29,<Multimedia omitido>,Fede Sharley
19312,19/10/16 01:19,Q les pasa,Iña Cell
19313,19/10/16 01:24,<Multimedia omitido>,Joaquin
19314,19/10/16 01:29,Juanse se esta escribiendo la bibliaaa,More
19315,19/10/16 01:31,"Ja, estaba leyendo el debate de los videos.",Riti Cell
19318,19/10/16 01:31,"More lo mismo, a Rodríguez saa nadie salta a defenderlo porq no hace falta, nunca se le cago la vida a un hombre por eso",Riti Cell
19319,19/10/16 01:32,"Salvo a cogote ponele, ja, pero era gay, osea q confirma",Riti Cell
19320,19/10/16 01:32,Ahora q hay cosas mucho más importantes OBVIO,Riti Cell
19321,19/10/16 01:34,Lo del adolfo era un sarcasmo riti,More
19322,19/10/16 01:35,"Sí, pero me servía al punto, ja",Riti Cell
